Number,Postion,Company,Location,URL
11,딥러닝 AI 개발 연구원의 전체 세부 정보,베이리스,성남 수정구,https://kr.indeed.com/rc/clk?jk=87309d3ff40ead61&fccid=ce871e9e4a9f430a&vjs=3
12,인공지능(AI) 엔지니어의 전체 세부 정보,에이인비,서울 강남구,https://kr.indeed.com/rc/clk?jk=21155ab3453bfef4&fccid=dd616958bd9ddc12&vjs=3
13,Data Scientist의 전체 세부 정보,Toss,서울,https://kr.indeed.com/rc/clk?jk=9cb8324539546a71&fccid=18c4935c8ec646d5&vjs=3
14,[정규직 / 역세권] Python 개발자의 전체 세부 정보,키온비트,서울 강남구,https://kr.indeed.com/rc/clk?jk=d99a17784602a771&fccid=9a888c50ca3f400a&vjs=3
15,[외국계상장사]데이터분석가(Data Analyst)의 전체 세부 정보,인코리아 프로페셔널,서울 강남구,https://kr.indeed.com/rc/clk?jk=7ad982fec3792221&fccid=842365965c1f45a0&vjs=3
16,[외국계상장사]데이터분석가(Data Analyst)의 전체 세부 정보,인코리아 프로페셔널,서울 강남구,https://kr.indeed.com/rc/clk?jk=7ad982fec3792221&fccid=842365965c1f45a0&vjs=3
17,[NHN DATA] 백엔드 개발자(Python) 경력의 전체 세부 정보,엔에이치엔데이터,성남 분당구,https://kr.indeed.com/rc/clk?jk=fc8f55d611506428&fccid=71f9584e40c502d2&vjs=3
18,[메이저 금융그룹 연구소] Data Scientist 경력직 연구원 포지션의 전체 세부 정보,메이저 금융그룹 연구소,서울,https://kr.indeed.com/company/%EB%8D%94-%ED%9C%B4%EB%A8%BC/jobs/Data-Scientist-%EA%B2%BD%EB%A0%A5%EC%A7%81-%EC%97%B0%EA%B5%AC%EC%9B%90-%ED%8F%AC%EC%A7%80%EC%85%98-4260ec2bd9434950?fccid=3cfe13845f73c09f&vjs=3
19,경영기획/분석 담당자의 전체 세부 정보,한국카카오은행,성남 분당구,https://kr.indeed.com/rc/clk?jk=0b248604271c6ca5&fccid=aea6a13a3459fdb2&vjs=3
20,2022년 계약직 - 웹 개발의 전체 세부 정보,KBS미디어,서울 마포구,https://kr.indeed.com/rc/clk?jk=054f2fefac4253d4&fccid=76487f723e68a5c7&vjs=3
21,인공지능/블록체인 교육생의 전체 세부 정보,재단법인 한국에이아이블록체인융합원,경상남도,https://kr.indeed.com/rc/clk?jk=5ad410d0d4c23f05&fccid=f05769bef089cf29&vjs=3
22,Developer의 전체 세부 정보,SAP,서울,https://kr.indeed.com/rc/clk?jk=dad6fa50108ae75f&fccid=156c7820d1988640&vjs=3
23,데이터 엔지니어 영입의 전체 세부 정보,카카오페이증권,성남 분당구,https://kr.indeed.com/rc/clk?jk=84a74d37ca85cda7&fccid=8774314ead916c49&vjs=3
24,[선행기술원] Machine Learning[책임연구원]의 전체 세부 정보,현대자동차그룹,성남 판교역,https://kr.indeed.com/rc/clk?jk=40e310eda5a03200&fccid=980d6ecc399a3373&vjs=3
25,데이터 파이프라인 개발자 (신입)의 전체 세부 정보,이마고웍스,서울 강남구,https://kr.indeed.com/rc/clk?jk=a58912dfa0133539&fccid=1c5712d7c48c7685&vjs=3
26,[KR] 파이썬 백엔드 엔지니어(2022)의 전체 세부 정보,올거나이즈코리아,서울 강남구,https://kr.indeed.com/rc/clk?jk=baa873f6faa24d95&fccid=707decd4d5b2755e&vjs=3
27,딥러닝 영상 인식 Researcher의 전체 세부 정보,앤씨앤,성남 분당구,https://kr.indeed.com/rc/clk?jk=ef349527eaafb014&fccid=e0ebb3045283ebe8&vjs=3
28,인공지능(AI) 엔지니어의 전체 세부 정보,에이인비,서울 강남구,https://kr.indeed.com/rc/clk?jk=21155ab3453bfef4&fccid=dd616958bd9ddc12&vjs=3
29,데이터표준품질부문 경력직 (정규직)의 전체 세부 정보,한국정보기술단,서울 강남구,https://kr.indeed.com/rc/clk?jk=78b97e23de61aff9&fccid=99925e8e7b9604cc&vjs=3
30,RM팀 보험리스크 담당자의 전체 세부 정보,캐롯손해보험,서울 중구,https://kr.indeed.com/rc/clk?jk=821eda59b539ae7c&fccid=fc02469467eb4c46&vjs=3
31,HR데이터 분석 (People Analytics)[매니저  책임매니저]의 전체 세부 정보,현대자동차그룹,대한민국,https://kr.indeed.com/rc/clk?jk=40c2e6d8ddd57c0f&fccid=980d6ecc399a3373&vjs=3
32,[AI Lab] AI Assistant 자연어이해 모델 연구/개발자 영입의 전체 세부 정보,카카오엔터프라이즈,성남 분당구,https://kr.indeed.com/rc/clk?jk=ac3bc0465977b363&fccid=e19aa33fc391b310&vjs=3
33,Junior Data Scientist의 전체 세부 정보,Logistics Management Institute,서울,https://kr.indeed.com/rc/clk?jk=ffcab40699b79c6b&fccid=12626f295bf6a003&vjs=3
34,Developer의 전체 세부 정보,SAP,서울,https://kr.indeed.com/rc/clk?jk=dad6fa50108ae75f&fccid=156c7820d1988640&vjs=3
35,[ICT] Data Scientist - 자연어처리[매니저]의 전체 세부 정보,현대자동차그룹,대한민국,https://kr.indeed.com/rc/clk?jk=cf99a4662ad1c936&fccid=980d6ecc399a3373&vjs=3
36,Business Data Analyst의 전체 세부 정보,AIA,서울,https://kr.indeed.com/rc/clk?jk=b8c69b58bc3fe70c&fccid=004041685e219574&vjs=3
37,Data/Machine Learning Engineer (신입)의 전체 세부 정보,플리토,서울 강남구,https://kr.indeed.com/rc/clk?jk=5ab0b45dfa93411b&fccid=01aed038bcce2a5f&vjs=3
38,웹개발  백엔드 외 신입/경력 정규직의 전체 세부 정보,코인챗,서울 강남구,https://kr.indeed.com/rc/clk?jk=e3f3b7e2103d9bc7&fccid=e60f835b4d91f8e6&vjs=3
39,데이터 플랫폼 엔지니어 (Data Platform Engineer)의 전체 세부 정보,두나무,서울 강남구,https://kr.indeed.com/rc/clk?jk=e83993169f774912&fccid=6723a9d496e46445&vjs=3
40,데이터Hub팀 데이터사이언티스트 채용공고의 전체 세부 정보,고려대학교,서울 성북구,https://kr.indeed.com/rc/clk?jk=9c9f830abd0ddd52&fccid=b123e79ad788cb9a&vjs=3
41,데이터 파이프라인 개발자 (신입)의 전체 세부 정보,이마고웍스,서울 강남구,https://kr.indeed.com/rc/clk?jk=a58912dfa0133539&fccid=1c5712d7c48c7685&vjs=3
42,Software Engineer - Python and K8s의 전체 세부 정보,Canonical - Jobs,서울,https://kr.indeed.com/rc/clk?jk=9e154b5b00d09b31&fccid=3911cf63fc0692f4&vjs=3
43,주니어 디벨로퍼(Junior Developer) (경력 무관)의 전체 세부 정보,트레져러,서울 강남구,https://kr.indeed.com/rc/clk?jk=d92eeff78838e652&fccid=e7b19a98be207a44&vjs=3
44,백엔드 엔지니어 (Python/Javascript)의 전체 세부 정보,시스메틱,서울 영등포구,https://kr.indeed.com/rc/clk?jk=dc4b5e342e7ae6a0&fccid=6cc748c560420a2e&vjs=3
45,[선행기술원] Quantum Information - 양자 알고리즘[책임연구원]의 전체 세부 정보,현대자동차그룹,성남 판교역,https://kr.indeed.com/rc/clk?jk=95bead20034b3ade&fccid=980d6ecc399a3373&vjs=3
46,[토스뱅크] Data Engineer의 전체 세부 정보,비바리퍼블리카,서울 강남구,https://kr.indeed.com/rc/clk?jk=4a6464a4745b4c5f&fccid=17dc934b27d58446&vjs=3
47,Associate Consultant Intern의 전체 세부 정보,Mastercard,서울,https://kr.indeed.com/rc/clk?jk=acf53a07a0c4d06f&fccid=10b5c722d846df43&vjs=3
48,ML Research Engineer의 전체 세부 정보,두나무,서울 강남구,https://kr.indeed.com/rc/clk?jk=32895cc1781c4acf&fccid=6723a9d496e46445&vjs=3
49,[정규직 / 역세권] Python 개발자의 전체 세부 정보,키온비트,서울 강남구,https://kr.indeed.com/rc/clk?jk=d99a17784602a771&fccid=9a888c50ca3f400a&vjs=3
50,데이터Hub팀 데이터사이언티스트 채용공고의 전체 세부 정보,고려대학교,서울 성북구,https://kr.indeed.com/rc/clk?jk=9c9f830abd0ddd52&fccid=b123e79ad788cb9a&vjs=3
51,[데브시스터즈] Data Analyst의 전체 세부 정보,데브시스터즈,서울 강남구,https://kr.indeed.com/rc/clk?jk=6b53335986238646&fccid=58a9a803698a0afd&vjs=3
52,고객/차량 데이터 서비스 기획 (Data Service Planner)의 전체 세부 정보,기아,서울 서초구,https://kr.indeed.com/rc/clk?jk=e25349751a881c24&fccid=4407ef3f1668028b&vjs=3
53,[선릉역] 신호처리(석박사급 MatLab Python)의 전체 세부 정보,시니어앤파트너즈,서울 강남구,https://kr.indeed.com/rc/clk?jk=7c751b226ddb504c&fccid=59060ddcdf96b101&vjs=3
54,Software Engineer - Localization의 전체 세부 정보,에이스랩,서울 강남구,https://kr.indeed.com/rc/clk?jk=d47155c2cc4fc1d4&fccid=7c9b5852f21bdea3&vjs=3
55,주니어 디벨로퍼(Junior Developer) (경력 무관)의 전체 세부 정보,트레져러,서울 강남구,https://kr.indeed.com/rc/clk?jk=d92eeff78838e652&fccid=e7b19a98be207a44&vjs=3
56,서버 개발자 - 기반기술의 전체 세부 정보,한국카카오은행,성남 분당구,https://kr.indeed.com/rc/clk?jk=4ab83dc77ac29a56&fccid=aea6a13a3459fdb2&vjs=3
57,웹개발자의 전체 세부 정보,YTN,서울 마포구,https://kr.indeed.com/rc/clk?jk=663c19f7577b9498&fccid=7bdcc5f7f551a351&vjs=3
58,딥러닝 AI 개발 연구원의 전체 세부 정보,베이리스,성남 수정구,https://kr.indeed.com/rc/clk?jk=87309d3ff40ead61&fccid=ce871e9e4a9f430a&vjs=3
59,딥러닝 신입/경력 정규직의 전체 세부 정보,어밸브,서울 서초구,https://kr.indeed.com/rc/clk?jk=071c8d5b9ced8e9d&fccid=90e59c5d7146f2da&vjs=3
60,데이터 플랫폼 엔지니어 (Data Platform Engineer)의 전체 세부 정보,두나무,서울 강남구,https://kr.indeed.com/rc/clk?jk=e83993169f774912&fccid=6723a9d496e46445&vjs=3
61,C# S/W 개발자 or Python 응용 S/W 개발(사원주임대리과장의 전체 세부 정보,제스엔지니어링,서울 금천구,https://kr.indeed.com/rc/clk?jk=26ca4ab29d6cfb79&fccid=0f2f8141103a3f4e&vjs=3
62,서울여자대학교 데이터혁신실 전임연구원의 전체 세부 정보,서울여자대학교,서울 노원구,https://kr.indeed.com/rc/clk?jk=2392a9626e0b506a&fccid=840dc776358ce5ef&vjs=3
63,[포티투마루] 인공지능(AI) 개발자 전 부문의 전체 세부 정보,포티투마루,서울 서초구,https://kr.indeed.com/rc/clk?jk=22ffe020e40de675&fccid=b6cebf2e7d619f07&vjs=3
64,JR0192526 SW engineer intern의 전체 세부 정보,인텔코리아,서울,https://kr.indeed.com/rc/clk?jk=83f4939522ffaa68&fccid=ded06d6a6799d929&vjs=3
65,위시켓과 함께할 서버개발자님의 전체 세부 정보,위시켓,서울 강남구,https://kr.indeed.com/rc/clk?jk=a3a65a4d59061430&fccid=533c91503ff32d48&vjs=3
66,Software Engineer (Virtualization)의 전체 세부 정보,BOEING,서울,https://kr.indeed.com/rc/clk?jk=1f3b719ddc7dc0a3&fccid=edae4285faf6c2f0&vjs=3
67,[KR] 파이썬 백엔드 엔지니어(2022)의 전체 세부 정보,올거나이즈코리아,서울 강남구,https://kr.indeed.com/rc/clk?jk=baa873f6faa24d95&fccid=707decd4d5b2755e&vjs=3
68,웹개발자 백엔드&서버개발(HTML·DHTML·mHTML  JAVA 외) 신입/경력 정규직의 전체 세부 정보,블록스퀘어서울,서울 서초구,https://kr.indeed.com/rc/clk?jk=1eeb4f006adf13ba&fccid=72348558bd9456ba&vjs=3
69,1분기 게임 서버 개발자 (신입/경력)의 전체 세부 정보,이스트게임즈,서울 서초구,https://kr.indeed.com/rc/clk?jk=83bcaa763952e161&fccid=d7178f3ad0f7289f&vjs=3
70,[단기계약직] 데이터 분석/처리 언어학자 모집의 전체 세부 정보,엔씨소프트,성남 판교역,https://kr.indeed.com/rc/clk?jk=6792ddc7a0c14cb9&fccid=a1e4e21b1f33cf40&vjs=3
71,웹개발자의 전체 세부 정보,YTN,서울 마포구,https://kr.indeed.com/rc/clk?jk=663c19f7577b9498&fccid=7bdcc5f7f551a351&vjs=3
72,Python 서버 어플리케이션 개발자의 전체 세부 정보,바인테크,서울 송파구,https://kr.indeed.com/rc/clk?jk=8a7c4886df34e482&fccid=aef44811e748bebe&vjs=3
73,[코리아교육그룹]Python / JAVA / C언어/ C# / C++ 강사 중의 전체 세부 정보,에스씨에이아카데미혜화,서울,https://kr.indeed.com/rc/clk?jk=f4aa3759d608d254&fccid=4aba802670ed5334&vjs=3
74,3D 비전 Researcher의 전체 세부 정보,앤씨앤,성남 분당구,https://kr.indeed.com/rc/clk?jk=1ebd1458d856d96f&fccid=e0ebb3045283ebe8&vjs=3
75,고객/차량 데이터 서비스 기획 (Data Service Planner)의 전체 세부 정보,기아,서울 서초구,https://kr.indeed.com/rc/clk?jk=e25349751a881c24&fccid=4407ef3f1668028b&vjs=3
